id,code,name,wilaya_id,wilaya_name,moughataa_id,moughataa_name,address,latitude,longitude,phone,email,opening_hours,status,tier,float_balance,max_float,license_number,license_expiry,created_at,updated_at
87,HCH-001,Agence Hodh Ech Chargui 1,10,Hodh Ech Chargui,35,,"Rue 30, undefined",NaN,NaN,+22234139669,agence.hch001@nafadpay.mr,08:00-18:00,ACTIVE,GOLD,4861000,10000000,LIC-000087,2027-06-22,2022-05-11T10:40:40.520Z,2024-03-04T10:39:06.761Z
88,HCH-002,Agence Hodh Ech Chargui 2,10,Hodh Ech Chargui,38,,"Rue 27, undefined",NaN,NaN,+22233929623,agence.hch002@nafadpay.mr,08:00-18:00,ACTIVE,GOLD,276000,10000000,LIC-000088,2027-01-27,2021-04-10T00:57:48.498Z,2024-04-01T01:03:30.597Z
89,HGH-001,Agence Hodh El Gharbi 1,11,Hodh El Gharbi,41,,"Rue 82, undefined",NaN,NaN,+22224691486,agence.hgh001@nafadpay.mr,08:00-18:00,ACTIVE,GOLD,3327000,10000000,LIC-000089,2025-01-03,2021-08-11T19:09:01.214Z,2024-12-04T13:38:59.552Z
90,HGH-002,Agence Hodh El Gharbi 2,11,Hodh El Gharbi,43,,"Rue 5, undefined",NaN,NaN,+22222564788,agence.hgh002@nafadpay.mr,08:00-18:00,ACTIVE,GOLD,3284000,10000000,LIC-000090,2025-12-28,2023-05-08T23:15:26.849Z,2024-10-27T23:50:33.138Z
91,ADR-001,Agence Adrar 1,12,Adrar,48,,"Rue 64, undefined",NaN,NaN,+22233642252,agence.adr001@nafadpay.mr,08:00-18:00,ACTIVE,GOLD,4387000,10000000,LIC-000091,2026-10-24,2021-02-08T22:39:42.483Z,2024-02-07T01:54:47.028Z
92,ADR-002,Agence Adrar 2,12,Adrar,47,,"Rue 85, undefined",NaN,NaN,+22222218044,agence.adr002@nafadpay.mr,08:00-18:00,ACTIVE,GOLD,1686000,10000000,LIC-000092,2025-05-04,2021-09-26T07:16:57.314Z,2024-06-10T08:29:44.419Z
93,ADR-003,Agence Adrar 3,12,Adrar,47,,"Rue 62, undefined",NaN,NaN,+22236224431,agence.adr003@nafadpay.mr,08:00-18:00,ACTIVE,SILVER,3771000,5000000,LIC-000093,2025-03-09,2022-09-06T00:09:27.649Z,2024-03-11T13:19:14.192Z
94,TGT-001,Agence Tagant 1,13,Tagant,49,,"Rue 47, undefined",NaN,NaN,+22225716838,agence.tgt001@nafadpay.mr,08:00-18:00,ACTIVE,GOLD,4306000,10000000,LIC-000094,2025-03-07,2023-11-16T17:30:12.204Z,2024-10-14T02:36:12.300Z
95,INR-001,Agence Inchiri 1,14,Inchiri,52,,"Rue 17, undefined",NaN,NaN,+22224319050,agence.inr001@nafadpay.mr,08:00-18:00,ACTIVE,GOLD,2165000,10000000,LIC-000095,2027-06-06,2021-05-27T02:32:49.449Z,2024-04-27T05:15:39.565Z
96,TYS-001,Agence Tiris Zemmour 1,15,Tiris Zemmour,55,,"Rue 23, undefined",NaN,NaN,+22249588901,agence.tys001@nafadpay.mr,08:00-18:00,ACTIVE,GOLD,3897000,10000000,LIC-000096,2026-11-19,2023-01-22T10:30:16.812Z,2024-11-04T00:21:55.034Z
97,TYS-002,Agence Tiris Zemmour 2,15,Tiris Zemmour,54,,"Rue 52, undefined",NaN,NaN,+22225200374,agence.tys002@nafadpay.mr,08:00-18:00,ACTIVE,GOLD,1975000,10000000,LIC-000097,2025-06-02,2020-01-09T10:10:52.556Z,2024-06-12T20:03:26.416Z
98,TYS-003,Agence Tiris Zemmour 3,15,Tiris Zemmour,54,,"Rue 54, undefined",NaN,NaN,+22236915755,agence.tys003@nafadpay.mr,08:00-18:00,ACTIVE,SILVER,3255000,5000000,LIC-000098,2025-06-14,2021-12-01T18:19:22.553Z,2024-07-08T00:57:53.039Z
99,TYS-004,Agence Tiris Zemmour 4,15,Tiris Zemmour,53,,"Rue 56, undefined",NaN,NaN,+22224050662,agence.tys004@nafadpay.mr,08:00-18:00,ACTIVE,SILVER,2723000,5000000,LIC-000099,2027-05-22,2021-03-30T12:21:52.702Z,2024-05-30T16:47:45.374Z
100,TYS-005,Agence Tiris Zemmour 5,15,Tiris Zemmour,54,,"Rue 49, undefined",NaN,NaN,+22235944457,agence.tys005@nafadpay.mr,08:00-18:00,ACTIVE,SILVER,1592000,5000000,LIC-000100,2026-09-22,2021-01-31T18:58:22.979Z,2024-07-21T03:26:06.466Z
